source,target,original_relation,normalized_relation,PubMedID
disease control rate,advanced intrahepatic cholangiocarcinoma,occurs in patient having disease,occurs in patient having disease,39358645
adverse events,lenvatinib plus toripalimab,drug AE occurs in,drug AE occurs in,39358645
baseline ca19 9 levels,overall survival,is evidence of,is evidence of,39358645
baseline ca19 9 levels,progression free survival,is evidence of,is evidence of,39358645
baseline ca19 9 levels,objective response rate,is evidence of,is evidence of,39358645
baseline ca19 9 levels,disease control rate,is evidence of,is evidence of,39358645
idh1 mutations,objective response rate,is evidence of,is evidence of,39358645
akt,cell survival,bearer of,bearer of,39353238
akt,proliferation,bearer of,bearer of,39353238
akt,metabolism,bearer of,bearer of,39353238
akt,small molecule akt inhibitors,may_treat,may_treat,39353238
small molecule akt inhibitors,cancer,may_treat,may_treat,39353238
small molecule akt inhibitors,inflammatory diseases,may_treat,may_treat,39353238
small molecule akt inhibitors,atp competitive and allosteric modulators,example of usage,example of usage,39353238
small molecule akt inhibitors,preclinical and clinical development,realized in,realized in,39353238
preclinical and clinical development,specificity,is evidence of,is evidence of,39353238
preclinical and clinical development,bioavailability,is evidence of,is evidence of,39353238
preclinical and clinical development,toxicity,is evidence of,is evidence of,39353238
preclinical and clinical development,pharmacokinetic properties,is evidence of,is evidence of,39353238
pharmacokinetic properties,efficacy,produces,produces,39353238
pharmacokinetic properties,safety profile,produces,produces,39353238
pharmacokinetic properties,therapeutic window,produces,produces,39353238
therapeutic window,dosing,protects,protects,39353238
therapeutic window,adverse effects,protects,protects,39353238
cisplatin plus gemcitabine,advanced biliary tract cancer,may_treat,may_treat,39353216
nivolumab plus lenvatinib,advanced biliary tract cancer,may_treat,may_treat,39353216
nivolumab plus lenvatinib,myocarditis,drug associated with AE,drug associated with AE,39353216
nivolumab plus lenvatinib,hypertension,drug associated with AE,drug associated with AE,39353216
nivolumab plus lenvatinib,biliary tract infection,drug associated with AE,drug associated with AE,39353216
nivolumab plus lenvatinib,rash,drug associated with AE,drug associated with AE,39353216
nivolumab plus lenvatinib,hypothyroidism,drug associated with AE,drug associated with AE,39353216
melanoma,drug resistance,high levels of,bearer of,39353049
melanoma,immunotherapies,associated with numerous adverse side effects,treated with drug,39353049
nitric oxide,melanoma,attractive treatment for,attractive treatment for,39353049
chemical no donors,anticancer effects,explored previously,explored previously,39353049
macromolecular no donor systems,skin permeation,evaluating,evaluating,39353049
macromolecular no donor systems,toxicity,against melanoma and healthy skin cells,against melanoma and healthy skin cells,39353049
skin cells,cytotoxicity,dependent on nitric oxide payload,dependent on nitric oxide payload,39353049
skin cells,cytotoxicity,primarily influenced by the macromolecular no donor,composed primarily of,39353049
skin cells,skin permeation,influenced by both size and charge of the no donor,bearer of,39353049
organogel,delivery of cyclodextrin based no donor,optimized for,optimized for,39353049
delivery of cyclodextrin based no donor,increased skin permeation,resulted in,adverse event occurs in,39353049
increased skin permeation,tumor growth,reduced in in vivo model,drug associated with AE in adolescent,39353049
older adults,chemotherapy induced nausea and vomiting (CINV),may experience,may experience,39357051
older adults,serious game (Managing at Home - MAH),engaged with,drug associated with AE,39357051
serious game (Managing at Home - MAH),simulation and gaming technology,utilizes,utilizes,39357051
p glycoprotein,testis,reduces concentration in,drug associated with AE in adolescent,39356462
breast cancer resistance protein,testis,reduces concentration in,drug associated with AE in adolescent,39356462
p glycoprotein,reproductive toxicity in males,reduces occurrence of,bearer of,39356462
p glycoprotein,spermatogenesis,protects,protects,39356462
breast cancer resistance protein,reproductive toxicity in males,may facilitate,may facilitate,39356462
breast cancer resistance protein,spermatogenesis,may not protect,protects,39356462
anti tumor agents,p glycoprotein,substrate of,composed primarily of,39356462
anti tumor agents,breast cancer resistance protein,substrate of,composed primarily of,39356462
blood testis barrier,p glycoprotein,differential distribution and transport directions,differential distribution and transport directions,39356462
blood testis barrier,breast cancer resistance protein,differential distribution and transport directions,differential distribution and transport directions,39356462
high dose methotrexate,delayed methotrexate elimination,may lead to,anteriorly connected to,39356310
delayed methotrexate elimination,renal dysfunction,may lead to,anteriorly connected to,39356310
delayed methotrexate elimination,life threatening toxicity,may lead to,anteriorly connected to,39356310
glucarpidase,delayed methotrexate elimination,may treat,may_treat,39356310
hyperhydration,delayed methotrexate elimination,may prevent,may_prevent,39356310
urine alkalinization,delayed methotrexate elimination,may prevent,may_prevent,39356310
leucovorin rescue,delayed methotrexate elimination,may reduce risk of complications in,adverse event occurs in,39356310
intensified hydration,delayed methotrexate elimination,may be part of treatment for,part of,39356310
high dose leucovorin,delayed methotrexate elimination,may be part of treatment for,part of,39356310
5 arylaminouracil derivatives,neuroblastoma,may_treat,may_treat,39355889
5 arylaminouracil derivatives,glioblastoma multiforme,may_treat,may_treat,39355889
5 aminouracils,neuroblastoma cell lines,may_treat,may_treat,39355889
5 aminouracils,k 562 lymphoblastic cells,may_treat,may_treat,39355889
5 aminouracils,hl 60 promyeoloblastic cells,may_treat,may_treat,39355889
5 aminouracils,gbm5522,may_treat,may_treat,39355889
5 aminouracils,gbm6138,may_treat,may_treat,39355889
isopropylphenylamine uracil,gbm6138,may_treat,may_treat,39355889
tert butylphenylamine uracil,gbm6138,may_treat,may_treat,39355889
isopropylphenylamine uracil,half maximal inhibitory concentrations (IC50),has part,has part,39355889
tert butylphenylamine uracil,half maximal inhibitory concentrations (IC50),has part,has part,39355889
fluoropyrimidines,solid tumors,may_treat,may_treat,39350200
fluoropyrimidines,dihydropyrimidine dehydrogenase,treated with drug,treated with drug,39350200
dihydropyrimidine dehydrogenase,dpyd gene,produced_by,produced_by,39350200
genetic mutations,dpyd gene,induced_by,induced_by,39350200
dpyd deficiency,pyrimidine metabolism,disrupts,disrupts,39350200
cancer patients,fluoropyrimidines,occurs in patient treated with drug,occurs in patient treated with drug,39350200
dpyd variants,toxicity,may_cause,may_cause,39350200
dpyd variants,treatment related mortality,may_predict,may_predict,39350200
immune checkpoint inhibitors,immune related adverse events,associated with,drug associated with AE,39348984
neutrophil to lymphocyte ratio,immune related adverse events,associated with,drug associated with AE,39348984
systemic immune inflammation index,immune related adverse events,associated with,drug associated with AE,39348984
platelet to lymphocyte ratio,immune related adverse events,associated with,drug associated with AE,39348984
cisplatin,acute kidney injury,drug associated with AE,drug associated with AE,39348265
acute kidney injury,overall survival,affects,affects,39348265
acute kidney injury,chemoradiotherapy,occurs in patient treated with drug,occurs in patient treated with drug,39348265
acute kidney injury,head and neck cancer,occurs in patient having disease,occurs in patient having disease,39348265
dual inhibition,anti programmed death 1,treated with drug,treated with drug,39343510
dual inhibition,anti cytotoxic t lymphocyte antigen 4,treated with drug,treated with drug,39343510
desmoid tumors,surgery,may_treat,may_treat,39343510
ipilimumab,desmoid tumors,drug associated with AE,drug associated with AE,39343510
nivolumab,desmoid tumors,drug associated with AE,drug associated with AE,39343510
dart trial,desmoid tumors,example of usage,example of usage,39343510
dart trial,swog s1609,connected to,connected to,39343510
dart trial,prospective open label multicenter,connected to,connected to,39343510
response evaluation criteria in solid tumors,desmoid tumors,may_diagnose,may_diagnose,39343510
adverse events,fatigue,adverse event occurs in,adverse event occurs in,39343510
adverse events,nausea,adverse event occurs in,adverse event occurs in,39343510
adverse events,hypothyroidism,adverse event occurs in,adverse event occurs in,39343510
cervical cancer,brachytherapy,treated with,treated with drug,39342591
cervical cancer,chemoradiation,treated with,treated with drug,39342591
cervical cancer,concomitant chemotherapy,treated with,treated with drug,39342591
cervical cancer,cisplatin,treated with,treated with drug,39342591
brachytherapy,ebrt,adjacent_to,adjacent_to,39342591
clinical trial,response rate,measured by,measured by,39342591
clinical trial,side effects,measured by,measured by,39342591
palbociclib,breast cancer,may_treat,may_treat,39342581
ribociclib,breast cancer,may_treat,may_treat,39342581
fulvestrant,breast cancer,may_treat,may_treat,39342581
goserelin,premenopausal women,may_treat,may_treat,39342581
EORTC,quality of life questionnaire,example of usage,example of usage,39342581
CTCAE,toxicity assessment,realized in,realized in,39342581
colorectal cancer,5-fluorouracil,drug associated with AE,drug associated with AE,39339648
5-fluorouracil,taurine,induces,induces,39339648
"1,2-dimethylhydrazine",rats,induced_by,induced_by,39339648
genes,adenocarcinoma,realizes,realizes,39339648
APC-catenin,5-fluorouracil,produced_by,produced_by,39339648
hepatocellular carcinoma,sorafenib,drug associated with AE,drug associated with AE,39339402
hepatocellular carcinoma,lenvatinib,drug associated with AE,drug associated with AE,39339402
nanotechnology,hepatocellular carcinoma,may_treat,may_treat,39339402
nanocarriers,tumor cells,connected to,connected to,39339402
chemotherapeutic agents,hepatocellular carcinoma,may_treat,may_treat,39339402
gene therapy,hepatocellular carcinoma,may_treat,may_treat,39339402
phototherapy,hepatocellular carcinoma,may_treat,may_treat,39339402
immunotherapy,hepatocellular carcinoma,may_treat,may_treat,39339402
Immune checkpoint inhibitors,Proton pump inhibitors,drug associated with,drug associated with AE,39334098
Immune checkpoint inhibitors,US Food and Drug Administration Adverse Event Reporting System,source,source,39334098
Proton pump inhibitors,US Food and Drug Administration Adverse Event Reporting System,source,source,39334098
Concomitant treatment,Immune checkpoint inhibitors,may_treat,may_treat,39334098
Concomitant treatment,Proton pump inhibitors,may_treat,may_treat,39334098
Proton pump inhibitors,Congenital disorders,drug AE occurs in,drug AE occurs in,39334098
Proton pump inhibitors,Familial disorders,drug AE occurs in,drug AE occurs in,39334098
Proton pump inhibitors,Genetic disorders,drug AE occurs in,drug AE occurs in,39334098
Proton pump inhibitors,Hepatobiliary disorders,drug AE occurs in,drug AE occurs in,39334098
Proton pump inhibitors,Metabolism disorders,drug AE occurs in,drug AE occurs in,39334098
Proton pump inhibitors,Nutrition disorders,drug AE occurs in,drug AE occurs in,39334098
Proton pump inhibitors,Skin disorders,drug AE occurs in,drug AE occurs in,39334098
Proton pump inhibitors,Subcutaneous tissue disorders,drug AE occurs in,drug AE occurs in,39334098
Programmed death 1,Proton pump inhibitors,drug associated with AE,drug associated with AE,39334098
Programmed death ligand 1,Proton pump inhibitors,drug associated with AE,drug associated with AE,39334098
Cytotoxic T lymphocyte antigen 4,Proton pump inhibitors,drug associated with AE,drug associated with AE,39334098
Immune checkpoint inhibitors,MedDRA query system organ class toxicities,realized in,realized in,39334098
lenvatinib,hepatocellular carcinoma,may_treat,may_treat,39333610
patients,muscle loss,occurs in patient treated with drug,occurs in patient treated with drug,39333610
patients,hepatocellular carcinoma,has disease,has disease,39333610
patients,Germany,located_in,located_in,39333610
adc,immune checkpoint inhibitors,combination therapy,combination therapy,39333227
adc,cancer,treatment,treatment,39333227
immune checkpoint inhibitors,cancer,treatment,treatment,39333227
meta analysis,efficacy,examined by,examined by,39333227
meta analysis,safety,examined by,examined by,39333227
combination therapy,efficacy,examined for,examined for,39333227
combination therapy,safety,examined for,examined for,39333227
ORR,efficacy,measured by,measured by,39333227
adverse effects,safety,measured by,measured by,39333227
Hodgkin lymphoma,ORR,associated with,drug associated with AE,39333227
Non-Hodgkin lymphoma,ORR,associated with,drug associated with AE,39333227
peripheral neuropathy,adverse effects,occurs in,occurs in,39333227
skin adverse effects,adverse effects,occurs in,occurs in,39333227
digestive system adverse effects,adverse effects,occurs in,occurs in,39333227
egfr targeted therapies,toxicity,may cause,may cause,39330834
urokinase type plasminogen activator receptor (upar) targeted drugs,efficacy,may affect,may affect,39330834
recombinant ebat,cytokines egf,composed of,bounding layer of,39330834
recombinant ebat,upar,composed of,bounding layer of,39330834
recombinant ebat,tumors,may treat,may_treat,39330834
recombinant ebat,vasculature,may treat,may_treat,39330834
mice,recombinant ebat,received,received,39330834
dogs,recombinant ebat,received,received,39330834
mice,liver injury,associated with,drug associated with AE,39330834
dogs,well tolerated,experienced,experienced,39330834
surufatinib,antiangiogenic therapy,may_treat,may_treat,39327433
toripalimab,antiangiogenic therapy,may_treat,may_treat,39327433
etoposide,cisplatin,treated with drug,treated with drug,39327433
small cell lung cancer,surufatinib,has disease,has disease,39327433
progression free survival,surufatinib,is evidence of,is evidence of,39327433
objective response rate,surufatinib,is evidence of,is evidence of,39327433
disease control rate,surufatinib,is evidence of,is evidence of,39327433
overall survival,surufatinib,is evidence of,is evidence of,39327433
adverse events,surufatinib,drug associated with AE,drug associated with AE,39327433
neutrophil count decreased,surufatinib,adverse event occurs in,adverse event occurs in,39327433
white blood cell count decreased,surufatinib,adverse event occurs in,adverse event occurs in,39327433
platelet count decreased,surufatinib,adverse event occurs in,adverse event occurs in,39327433
bleomycin,chromosomal aberrations,induces,induces,39326941
epstein barr virus,human lymphoblastoid cells,induces,induces,39326941
bleomycin,incomplete chromosomes,induces,induces,39326941
nqbio 06,ovarian cancer cell line tov 21 g,treated with drug,treated with drug,39326936
nqbio 21,MDA-MB-231 breast cancer cells,treated with drug,treated with drug,39326936
nqbio 06,chromosomal breaks,induced_by,induced_by,39326936
nqbio 21,chromosomal breaks,induced_by,induced_by,39326936
nqbio 06,micronucleus assay,induces,induces,39326936
nqbio 21,micronucleus assay,induces,induces,39326936
nqbio 06,lipinski's rules,is evidence of,is evidence of,39326936
nqbio 21,lipinski's rules,is evidence of,is evidence of,39326936
nqbio 06,intestinal absorption,realizes,realizes,39326936
nqbio 21,intestinal absorption,realizes,realizes,39326936
nqbio 06,p-glycoprotein,source,source,39326936
nqbio 21,p-glycoprotein,source,source,39326936
amivantamab,epidermal growth factor receptor,treated with drug,treated with drug,39324708
amivantamab,met,treated with drug,treated with drug,39324708
non small cell lung cancer,egfr inhibition,has disease,has disease,39324708
cutaneous toxicities,egfr inhibition,adverse event occurs in,adverse event occurs in,39324708
rash,amivantamab,drug AE occurs in,drug AE occurs in,39324708
paronychia,amivantamab,drug AE occurs in,drug AE occurs in,39324708
dermatitis acneiform,amivantamab,drug AE occurs in,drug AE occurs in,39324708
nurses,advanced practice providers,collaborate with,drug associated with AE in adolescent,39324708
advanced practice providers,physicians,collaborate with,drug associated with AE in adolescent,39324708
nurses,comedications,administer,administer,39324708
comedications,amivantamab,may_prevent,may_prevent,39324708
immune checkpoint inhibitors,melanoma,may_treat,may_treat,39320566
immune checkpoint inhibitors,lung cancer,may_treat,may_treat,39320566
patients,side effects,experience of,composed primarily of,39320566
patients,oncologist,receive encouragement from,receive encouragement from,39320566
caregivers,patients,help navigate,help navigate,39320566
tyrosine kinase inhibitors,cardiac side effects,drug associated with AE,drug associated with AE,39318033
bleb nanovesicles,human fc receptor i (hcd64),contains,contains,39316382
human fc receptor i (hcd64),monomeric igg,has affinity to,anteriorly connected to,39316382
bleb nanovesicles,prostate specific membrane antigen (psma) antibodies,attaches,attaches,39316382
prostate specific membrane antigen (psma) antibodies,prostate cancer,targets,targets,39316382
osteosarcoma,gemcitabine and docetaxel combination chemotherapy,may_treat,may_treat,39315544
gemcitabine and docetaxel combination chemotherapy,neutropenia,adverse event occurs in,adverse event occurs in,39315544
gemcitabine and docetaxel combination chemotherapy,thrombocytopenia,adverse event occurs in,adverse event occurs in,39315544
gemcitabine and docetaxel combination chemotherapy,anaemia,adverse event occurs in,adverse event occurs in,39315544
cisplatin resistant models,gemdox,may_treat,may_treat,39315544
gemdox,osteosarcoma,may_treat,may_treat,39315544
clinical trials,osteosarcoma,may_treat,may_treat,39315544
immune checkpoint inhibitors,anti cytotoxic t lymphocyte associated protein 4,drug associated with AE,drug associated with AE,39311981
immune checkpoint inhibitors,anti programmed cell death 1 programmed cell death ligand 1,drug associated with AE,drug associated with AE,39311981
anti cytotoxic t lymphocyte associated protein 4,anti programmed cell death 1 programmed cell death ligand 1,adjacent_to,adjacent_to,39311981
gastrointestinal immune related adverse events,immune mediated diarrhea and colitis,has part,has part,39311981
imdc,baseline gut microbiota,may_prevent,may_prevent,39311981
imdc,inflammatory bowel disease,may_prevent,may_prevent,39311981
colitis,diarrhea,adverse event outcome,adverse event outcome,39311981
colitis,abdominal pain,adverse event outcome,adverse event outcome,39311981
colitis,fever,adverse event outcome,adverse event outcome,39311981
colitis,vomiting,adverse event outcome,adverse event outcome,39311981
colitis,nausea,adverse event outcome,adverse event outcome,39311981
colitis,blood in stools,adverse event outcome,adverse event outcome,39311981
colitis,mucus in stools,adverse event outcome,adverse event outcome,39311981
colitis,serious life-threatening complications,adverse event outcome,adverse event outcome,39311981
colitis,corticosteroids,may_treat,may_treat,39311981
colitis,infliximab,may_treat,may_treat,39311981
colitis,vedolizumab,may_treat,may_treat,39311981
colitis,microbiota transplantation,may_treat,may_treat,39311981
colitis,cytokines,may_treat,may_treat,39311981
colitis,lymphocyte replication inhibitors,may_treat,may_treat,39311981
silver nanoparticles,antimicrobial properties,has part,has part,39308042
silver nanoparticles,antiproliferative properties,has part,has part,39308042
agnps,nanotoxicological assessment,may_prevent,may_prevent,39308042
agnps,tamoxifen,may_prevent,may_prevent,39308042
agnps,mcf 7,may_treat,may_treat,39308042
agnps,mda mb 231,may_treat,may_treat,39308042
tamoxifen,mcf 7,may_treat,may_treat,39308042
tamoxifen,mda mb 231,may_treat,may_treat,39308042
mcf 7,antiproliferative effect,may_treat,may_treat,39308042
mda mb 231,antiproliferative effect,may_treat,may_treat,39308042
mcf 7,cytotoxic effect,may_treat,may_treat,39308042
mda mb 231,cytotoxic effect,may_treat,may_treat,39308042
mcf 7,cell migration,may_prevent,may_prevent,39308042
mda mb 231,cell migration,may_prevent,may_prevent,39308042
mcf 7,reactive oxygen species production,may_prevent,may_prevent,39308042
mda mb 231,reactive oxygen species production,may_prevent,may_prevent,39308042
agnps,internalization,may_prevent,may_prevent,39308042
tamoxifen,internalization,may_prevent,may_prevent,39308042
internalization,breast cancer cells,occurs in,occurs in,39308042
agnps,chemotherapeutic agents,may_treat,may_treat,39308042
selinexor,acute myeloid leukemia,may_treat,may_treat,39307725
venetoclax,acute myeloid leukemia,may_treat,may_treat,39307725
azactitidine,acute myeloid leukemia,may_treat,may_treat,39307725
acute myeloid leukemia,complete remission,adverse event outcome,adverse event outcome,39307725
acute myeloid leukemia,partial remission,adverse event outcome,adverse event outcome,39307725
hematological toxicity,selinexor,drug associated with AE,drug associated with AE,39307725
malignant tumors,cancer patients,may_diagnose,may_diagnose,39307710
cancer patients,cardiovascular toxicity,may_treat,may_treat,39307710
cardio oncology,cardiovascular diseases,has part,has part,39307710
cardiac biomarkers,cardiovascular diseases,may_prevent,may_prevent,39307710
immune checkpoint inhibitors,esophageal squamous cell carcinoma,may_treat,may_treat,39307038
camrelizumab,apatinib,treated with drug,treated with drug,39307038
patients,disease progression,has disease,has disease,39307038
phase II study,patients,realized in,realized in,39307038
treatment,adverse events,induced_by,induced_by,39307038
sacituzumab govitecan,breast cancer,may_treat,may_treat,39302614
Japanese patients,sacituzumab govitecan,treated with drug,treated with drug,39302614
transaminases,sacituzumab govitecan,adverse event occurs in,adverse event occurs in,39302614
progression free survival,sacituzumab govitecan,realized in,realized in,39302614
overall survival,sacituzumab govitecan,realized in,realized in,39302614
drug induced pneumonitis,lung cancer systemic therapy,occurs in patient treated with drug,occurs in patient treated with drug,39302574
drug induced pneumonitis,immunotherapy,occurs in patient treated with drug,occurs in patient treated with drug,39302574
drug induced pneumonitis,chemotherapy,occurs in patient treated with drug,occurs in patient treated with drug,39302574
drug induced pneumonitis,targeted therapy,occurs in patient treated with drug,occurs in patient treated with drug,39302574
drug induced pneumonitis,immune checkpoint inhibitors,drug associated with AE,drug associated with AE,39302574
drug induced pneumonitis,corticosteroids,may_treat,may_treat,39302574
ibrutinib,lenalidomide,combined with,drug associated with AE,39300447
lenalidomide,methotrexate,combined with,drug associated with AE,39300447
methotrexate,rituximab,combined with,drug associated with AE,39300447
rituximab,procarbazine,combined with,drug associated with AE,39300447
procarbazine,vincristine,combined with,drug associated with AE,39300447
vincristine,prednisone,combined with,drug associated with AE,39300447
aspergillosis,pneumocystosis,adverse event occurs in,adverse event occurs in,39300447
catheter related infection,increased alanine aminotransferase levels,adverse event occurs in,adverse event occurs in,39300447
hepatic cytolysis,neutropenia,adverse event occurs in,adverse event occurs in,39300447
neutropenia,infections,adverse event occurs in,adverse event occurs in,39300447
lyell's syndrome,lenalidomide,adverse event occurs in,adverse event occurs in,39300447
5 fluorouracil,colorectal cancer malignancy,may_treat,may_treat,39300121
5 fluorouracil,senescent cells,induced_by,induced_by,39300121
senescent cells,oleanolic acid,treated with drug,treated with drug,39300121
oleanolic acid,human umbilical vein endothelial cells (HUVECs),may_prevent,may_prevent,39300121
oleanolic acid,human normal intestinal epithelial cells (NCM460),may_prevent,may_prevent,39300121
oleanolic acid,senescence associated proteins,may_prevent,may_prevent,39300121
oleanolic acid,senescence associated genes,may_prevent,may_prevent,39300121
oleanolic acid,senescence associated secretory phenotypes (SASPs),may_prevent,may_prevent,39300121
oleanolic acid,IL-1,may_prevent,may_prevent,39300121
oleanolic acid,IL-6,may_prevent,may_prevent,39300121
oleanolic acid,IL-8,may_prevent,may_prevent,39300121
oleanolic acid,IFN,may_prevent,may_prevent,39300121
oleanolic acid,TNF,may_prevent,may_prevent,39300121
oleanolic acid,mTOR,may_prevent,may_prevent,39300121
oleanolic acid,HCT116 cells,may_prevent,may_prevent,39300121
oleanolic acid,SW480 cells,may_prevent,may_prevent,39300121
Gemox,Sintilimab,drug associated with,drug associated with AE,39299973
Sintilimab,PD-1 receptor,targets,targets,39299973
PTCL,Sintilimab,treated with drug,treated with drug,39299973
Sintilimab,Gemox,treated with drug,treated with drug,39299973
Hematology department,Second affiliated hospital of Zhejiang University School of Medicine,location_of,location_of,39299973
PTCL,Adverse event,drug AE occurs in,drug AE occurs in,39299973
Adverse event,Gemox,drug associated with AE,drug associated with AE,39299973
neurologic immune related adverse events,immune checkpoint inhibitors,associated with,drug associated with AE,39298719
neurologic immune related adverse events,italian hospitals,located_in,located_in,39298719
neurologic immune related adverse events,patients,occurs in,occurs in,39298719
neurologic immune related adverse events,peripheral nervous system,occurs in,occurs in,39298719
neurologic immune related adverse events,central nervous system,occurs in,occurs in,39298719
neurologic immune related adverse events,myocarditis,adjacent_to,adjacent_to,39298719
neurologic immune related adverse events,cerebellar ataxia,has part,has part,39298719
neurologic immune related adverse events,neuromuscular weakness,has part,has part,39298719
neurologic immune related adverse events,visual loss,has part,has part,39298719
neurologic immune related adverse events,sensory disturbances,has part,has part,39298719
neurologic immune related adverse events,focal neurologic signs,has part,has part,39298719
neurologic immune related adverse events,cognitive impairment,has part,has part,39298719
neurologic immune related adverse events,severe neurologic disability,may_prevent,may_prevent,39298719
neurologic immune related adverse events,overall mortality,may_prevent,may_prevent,39298719
neurologic immune related adverse events,cancer progression,may_prevent,may_prevent,39298719
nsclc,multidrug resistant nsclc,treated with drug,treated with drug,39298516
rh4,multidrug resistant nsclc,drug associated with AE,drug associated with AE,39298516
aft nanoparticle,multidrug resistant nsclc,drug associated with AE,drug associated with AE,39298516
breast cancer,chemotherapy,treated with drug,treated with drug,39294665
phytomolecules,combination therapy,may_treat,may_treat,39294665
phytomolecules,drug delivery systems,may_prevent,may_prevent,39294665
complementary and alternative medicine,breast cancer,may_prevent,may_prevent,39294665
phytochemicals,breast cancer,may_prevent,may_prevent,39294665
clinical trials,combination therapy,realizes,realizes,39294665
polypharmacy,physical functional outcomes,associated with,drug associated with AE,39294452
potentially inappropriate medications (PIM),physical functional outcomes,associated with,drug associated with AE,39294452
medication measures,physical functional outcomes,associated with,drug associated with AE,39294452
geriatric assessment domain impairment,medication measures,associated with,drug associated with AE,39294452
medications (meds),polypharmacy,concurrent use of,bearer of,39294452
medications (meds),screening tool of older person's prescriptions (STOPP) criteria,categorized using,categorized using,39294452
medications (meds),2019 Beers criteria,categorized using,categorized using,39294452
physical functional outcomes,activity of daily living (ADL),assessed by,assessed by,39294452
physical functional outcomes,instrumental ADL (IADL),assessed by,assessed by,39294452
physical functional outcomes,short physical performance battery (SPPB),assessed by,assessed by,39294452
physical functional outcomes,falls,assessed by,assessed by,39294452
vulnerable older adults with advanced cancer,polypharmacy,associated with,drug associated with AE,39294452
vulnerable older adults with advanced cancer,potentially inappropriate medications (PIM),associated with,drug associated with AE,39294452
lutetium 177,prostate specific membrane antigen,treated with drug,treated with drug,39293461
prostate specific membrane antigen,psma 617,adjacent_to,adjacent_to,39293461
psma 617,metastatic castration resistant prostate cancer,may_treat,may_treat,39293461
psma 617,docetaxel,may_prevent,may_prevent,39293461
prostate adenocarcinoma,androgen deprivation therapy,induced_by,induced_by,39293461
androgen deprivation therapy,undetectable prostate specific antigen,may_prevent,may_prevent,39293461
docetaxel,febrile neutropenia,drug AE occurs in,drug AE occurs in,39293461
docetaxel,diarrhoea,drug AE occurs in,drug AE occurs in,39293461
ld sclc,platinum etoposide chemotherapy,may_treat,may_treat,39287161
ld sclc,thoracic radiotherapy,may_treat,may_treat,39287161
older patients,chemoradiotherapy,may_treat,may_treat,39287161
older patients,concurrent crt,may_treat,may_treat,39287161
older patients,sequential crt,may_treat,may_treat,39287161
chemotherapeutic treatment cycles,response rate,is evidence of,is evidence of,39287161
response rate,progression free survival (PFS),realizes,realizes,39287161
response rate,overall survival (OS),realizes,realizes,39287161
hematological adverse events,reduced neutrophil count,adverse event occurs in,adverse event occurs in,39287161
hematological adverse events,treatment related deaths,adverse event outcome,adverse event outcome,39287161
prospective trials,optimal treatment strategies,may_identify,may_identify,39287161
anticancer drugs,cardiotoxicity,induces,induces,39286288
cardiotoxicity,heart failure,may cause,may cause,39286288
cardiotoxicity,myocarditis,may cause,may cause,39286288
cardiotoxicity,hypertension,may cause,may cause,39286288
cardiotoxicity,arrhythmias,may cause,may cause,39286288
cardiotoxicity,vascular toxicity,may cause,may cause,39286288
cardiotoxicity,vascular endothelial dysfunction,may cause,may cause,39286288
cardiotoxicity,ferroptosis,may cause,may cause,39286288
cardiotoxicity,mitochondrial dysfunction,may cause,may cause,39286288
cardiotoxicity,oxidative stress,may cause,may cause,39286288
anticancer drugs,mitochondrial transplantation,induces,induces,39286288
mitochondrial transplantation,doxorubicin (dox),may ameliorate,may ameliorate,39286288
Metastatic Breast Cancer,Older Women (65+),occurs in,occurs in,39279590
Genomics Guided Therapy,Metastatic Breast Cancer,may_treat,may_treat,39279590
Biomarkers,Metastatic Breast Cancer,may_diagnose,may_diagnose,39279590
Systemic Anticancer Treatments,Older Women (65+),may_treat,may_treat,39279590
Subgroup Analyses,Older Women (65+),is evidence of,is evidence of,39279590
Real World Data,Older Women (65+),is evidence of,is evidence of,39279590
Guideline Concordance,Older Women (65+),realized in,realized in,39279590
Comorbidity,Older Women (65+),occurs in,occurs in,39279590
Social Supports,Older Women (65+),protects,protects,39279590
Malnutrition,Older Women (65+),induced_by,induced_by,39279590
Frailty,Older Women (65+),may_prevent,may_prevent,39279590
Multi-disciplinary Team,Older Women (65+),bearer of,bearer of,39279590
immune checkpoint inhibitors,immune related adverse events,drug associated with AE,drug associated with AE,39277735
immune related adverse events,kidney,adverse event occurs in,adverse event occurs in,39277735
anti programmed cell death protein 1 (PD-1) therapy,kidney,treated with drug,treated with drug,39277735
renal immune related adverse events (R-IRAEs),peripheral blood mononuclear cells (PBMCs),occurs in patient,occurs in,39277735
CD4+ T cells,renal immune related adverse events (R-IRAEs),develops from,develops_from,39277735
CD8+ T cells,renal immune related adverse events (R-IRAEs),develops from,develops_from,39277735
ovarian clear cell carcinoma,chemotherapy,treated with drug,treated with drug,39276785
sintilimab,bevacizumab,combined with,drug associated with AE,39276785
patients,trial,enrolled in,adverse event occurs in,39276785
patients,response assessment,underwent,underwent,39276785
patients,adverse events,experienced,experienced,39276785
activity analysis,patients,included,included,39276785
safety analysis,patients,included,included,39276785
cdk4 6 inhibitors,endocrine therapy,may_treat,may_treat,39267478
cdk4 6 inhibitors,hormone receptor positive advanced breast cancer,may_treat,may_treat,39267478
cdk4 6 inhibitors,cdk4 6i therapy,may_treat,may_treat,39267478
cdk4 6 inhibitors,abemaciclib,treated with drug,treated with drug,39267478
cdk4 6 inhibitors,palbociclib,treated with drug,treated with drug,39267478
